"InvoiceNo","CustomerID","Quantity","UnitPrice","TotalSales","InvoiceDate"
"546243","15308.0","10","1.95","19.5","2011-03-10"
"546246","14841.0","12","2.1","25.200000000000003","2011-03-10"
"546247","18086.0","10","1.65","16.5","2011-03-10"
"546248","16477.0","10","1.65","16.5","2011-03-10"
"546249","14606.0","2","5.95","11.9","2011-03-10"
"546250","14350.0","6","3.75","22.5","2011-03-10"
"546251","16553.0","24","1.25","30","2011-03-10"
"546253","16080.0","24","1.69","40.56","2011-03-10"
"546254","14727.0","12","1.49","17.88","2011-03-10"
"546255","13468.0","12","0.85","10.2","2011-03-10"
"546261","17841.0","3","0.83","2.4899999999999998","2011-03-10"
"546275","13126.0","12","1.65","19.799999999999997","2011-03-10"
"546279","17841.0","1","4.25","4.25","2011-03-10"
"546301","16778.0","12","2.08","24.96","2011-03-10"
"546304","14077.0","4","1.95","7.8","2011-03-10"
"546305","14056.0","30","0.39","11.700000000000001","2011-03-10"
"546310","15291.0","12","0.85","10.2","2011-03-10"
"546314","16808.0","3","12.75","38.25","2011-03-10"
"546315","16558.0","4","4.95","19.8","2011-03-11"
"546316","17076.0","6","1.65","9.899999999999999","2011-03-11"
"546317","14913.0","25","0.42","10.5","2011-03-11"
"546318","16013.0","100","2.55","254.99999999999997","2011-03-11"
"546319","17949.0","480","0.72","345.59999999999997","2011-03-11"
"546321","16475.0","12","1.45","17.4","2011-03-11"
"546322","14114.0","2","16.95","33.9","2011-03-11"
"546324","13265.0","24","1.25","30","2011-03-11"
"546326","13798.0","100","1.65","165","2011-03-11"
"546330","16817.0","12","1.25","15","2011-03-11"
"546331","13133.0","12","1.25","15","2011-03-11"
"546366","12748.0","4","6.95","27.8","2011-03-11"
"546367","15513.0","12","1.25","15","2011-03-11"
"546369","15513.0","10","6.75","67.5","2011-03-11"
"546372","13098.0","24","1.65","39.599999999999994","2011-03-11"
"546374","17194.0","1","10","10","2011-03-11"
"546376","13842.0","8","1.69","13.52","2011-03-11"
"546377","15049.0","48","1.69","81.12","2011-03-11"
"546378","14329.0","2","7.95","15.9","2011-03-11"
"546380","12748.0","2","1.95","3.9","2011-03-11"
"546381","12748.0","1","1.95","1.95","2011-03-11"
"546382","18149.0","12","1.65","19.799999999999997","2011-03-11"
"546383","13654.0","4","3.75","15","2011-03-11"
"546384","15311.0","2","3.75","7.5","2011-03-11"
"546385","16652.0","8","12.75","102","2011-03-11"
"546386","14312.0","12","1.65","19.799999999999997","2011-03-11"
"546387","16766.0","24","1.45","34.8","2011-03-11"
"546389","16801.0","4","4.95","19.8","2011-03-11"
"546390","14083.0","120","0.12","14.399999999999999","2011-03-11"
"546391","17800.0","6","1.65","9.899999999999999","2011-03-11"
"546392","14587.0","1","1.65","1.65","2011-03-11"
"546394","17164.0","4","8.5","34","2011-03-11"
"546396","13226.0","3","0.5","1.5","2011-03-11"
"546397","12971.0","12","1.25","15","2011-03-11"
"546398","13043.0","12","2.55","30.599999999999998","2011-03-11"
"546399","14352.0","2","7.95","15.9","2011-03-11"
"546401","17994.0","4","1.95","7.8","2011-03-11"
"546402","13305.0","24","0.85","20.4","2011-03-11"
"546403","16766.0","24","1.45","34.8","2011-03-11"
"546404","13509.0","120","1.06","127.2","2011-03-11"
"546405","17351.0","20","6.75","135","2011-03-11"
"546411","12939.0","144","3.39","488.16","2011-03-11"
"546412","12748.0","5","5.95","29.75","2011-03-11"
"546413","17961.0","1","1.45","1.45","2011-03-11"
"546414","16768.0","2","5.95","11.9","2011-03-13"
"546415","17975.0","48","0.21","10.08","2011-03-13"
"546417","14800.0","3","4.95","14.850000000000001","2011-03-13"
"546418","17315.0","3","4.95","14.850000000000001","2011-03-13"
"546419","16693.0","2","1.49","2.98","2011-03-13"
"546420","14810.0","4","0.39","1.56","2011-03-13"
"546421","13700.0","16","0.42","6.72","2011-03-13"
"546422","15547.0","1","7.95","7.95","2011-03-13"
"546423","14502.0","1","8.5","8.5","2011-03-13"
"546424","13956.0","1","2.95","2.95","2011-03-13"
"546425","16983.0","6","2.95","17.700000000000003","2011-03-13"
"546426","13708.0","1","1.65","1.65","2011-03-13"
"546427","14606.0","1","1.65","1.65","2011-03-13"
"546429","17611.0","4","2.95","11.8","2011-03-13"
"546430","15918.0","1","2.95","2.95","2011-03-13"
"546431","16954.0","4","4.95","19.8","2011-03-14"
"546432","14180.0","4","5.95","23.8","2011-03-14"
"546435","15671.0","6","2.55","15.299999999999999","2011-03-14"
"546436","14962.0","2","7.95","15.9","2011-03-14"
"546437","16807.0","20","1.65","33","2011-03-14"
"546438","15125.0","12","7.65","91.80000000000001","2011-03-14"
"546440","16871.0","12","0.42","5.04","2011-03-14"
"546441","15159.0","12","3.95","47.400000000000006","2011-03-14"
"546442","15159.0","6","2.95","17.700000000000003","2011-03-14"
"546443","12901.0","60","0.42","25.2","2011-03-14"
"546462","12845.0","144","1.45","208.79999999999998","2011-03-14"
"546464","13225.0","48","2.08","99.84","2011-03-14"
"546465","14395.0","14","0.65","9.1","2011-03-14"
"546466","18118.0","6","1.25","7.5","2011-03-14"
"546480","13452.0","1","295","295","2011-03-14"
"546486","15039.0","10","1.95","19.5","2011-03-14"
"546498","15493.0","2","3.75","7.5","2011-03-14"
"546502","16005.0","1","9.95","9.95","2011-03-14"
"546508","15971.0","30","1.95","58.5","2011-03-14"
"546510","16353.0","6","2.89","17.34","2011-03-14"
"546521","16013.0","50","3.75","187.5","2011-03-14"
"546522","13319.0","4","4.95","19.8","2011-03-14"
"546523","13319.0","12","1.25","15","2011-03-14"
"546524","17811.0","1","10.65","10.65","2011-03-14"
"546525","14733.0","36","0.53","19.080000000000002","2011-03-14"
"546526","15061.0","20","6.75","135","2011-03-14"
"546527","15061.0","20","0.72","14.399999999999999","2011-03-14"
"546528","15311.0","5","1.65","8.25","2011-03-14"
"546531","15738.0","18","5.45","98.10000000000001","2011-03-14"
"546532","14060.0","40","1.65","66","2011-03-14"
"546534","16150.0","24","1.25","30","2011-03-14"
"546537","15005.0","2","2.55","5.1","2011-03-14"
"546538","16327.0","6","2.55","15.299999999999999","2011-03-14"
"546540","15061.0","100","0.34","34","2011-03-14"
"546542","13263.0","3","0.42","1.26","2011-03-14"
"546543","17841.0","1","1.65","1.65","2011-03-14"
"546544","16570.0","12","1.95","23.4","2011-03-14"
"546545","16804.0","2","2.95","5.9","2011-03-14"
"546549","17799.0","10","0.95","9.5","2011-03-14"
"546550","17799.0","1","6.35","6.35","2011-03-14"
"546552","13082.0","4","3.75","15","2011-03-15"
"546553","13499.0","12","1.25","15","2011-03-15"
"546554","16037.0","12","2.95","35.400000000000006","2011-03-15"
"546555","17675.0","12","6.75","81","2011-03-15"
"546556","16156.0","8","3.95","31.6","2011-03-15"
"546560","12931.0","50","1.25","62.5","2011-03-15"
"546561","18260.0","3","6.95","20.85","2011-03-15"
"546562","16293.0","2","8.5","17","2011-03-15"
"546563","15047.0","6","2.95","17.700000000000003","2011-03-15"
"546622","17954.0","25","0.42","10.5","2011-03-15"
"546624","14193.0","12","1.25","15","2011-03-15"
"546625","17542.0","1","8.5","8.5","2011-03-15"
"546631","15181.0","24","9.95","238.79999999999998","2011-03-15"
"546632","17080.0","72","1.06","76.32000000000001","2011-03-15"
"546633","16168.0","32","2.55","81.6","2011-03-15"
"546634","14527.0","2","7.9","15.8","2011-03-15"
"546635","16392.0","3","0.85","2.55","2011-03-15"
"546636","14534.0","1","2.55","2.55","2011-03-15"
"546637","13854.0","4","5.95","23.8","2011-03-15"
"546638","15106.0","36","0.21","7.56","2011-03-15"
"546639","13971.0","16","0.85","13.6","2011-03-15"
"546640","14092.0","6","2.95","17.700000000000003","2011-03-15"
"546643","16214.0","6","2.55","15.299999999999999","2011-03-15"
"546644","15932.0","8","3.95","31.6","2011-03-15"
"546646","13716.0","2","1.25","2.5","2011-03-15"
"546657","17816.0","6","0.85","5.1","2011-03-15"
"546658","15150.0","1","9.95","9.95","2011-03-15"
"546659","16996.0","12","2.95","35.400000000000006","2011-03-15"
"546662","16782.0","3","5.95","17.85","2011-03-15"
"546665","15867.0","36","1.45","52.199999999999996","2011-03-15"
"546667","14735.0","6","3.75","22.5","2011-03-15"
"546668","14735.0","8","4.95","39.6","2011-03-15"
"546669","14226.0","12","0.65","7.800000000000001","2011-03-15"
"546670","13451.0","2","10.95","21.9","2011-03-15"
"546677","18144.0","12","7.65","91.80000000000001","2011-03-15"
"546679","13121.0","2","0.85","1.7","2011-03-15"
"546681","16297.0","12","0.42","5.04","2011-03-16"
"546682","12994.0","12","2.1","25.200000000000003","2011-03-16"
"546683","12868.0","8","2.1","16.8","2011-03-16"
"546684","16152.0","24","3.25","78","2011-03-16"
"546685","15687.0","4","4.95","19.8","2011-03-16"
"546686","14636.0","10","1.95","19.5","2011-03-16"
"546687","16040.0","24","0.65","15.600000000000001","2011-03-16"
"546688","16497.0","2","9.95","19.9","2011-03-16"
"546689","16985.0","4","12.75","51","2011-03-16"
"546690","16985.0","6","8.25","49.5","2011-03-16"
"546691","15793.0","88","1.69","148.72","2011-03-16"
"546724","12845.0","1","2.1","2.1","2011-03-16"
"546728","13983.0","2","145","290","2011-03-16"
"546729","18231.0","4","4.95","19.8","2011-03-16"
"546731","13089.0","12","1.45","17.4","2011-03-16"
"546732","14606.0","1","39.95","39.95","2011-03-16"
"546733","16029.0","96","2.1","201.60000000000002","2011-03-16"
"546734","16029.0","96","2.1","201.60000000000002","2011-03-16"
"546736","16013.0","576","0.72","414.71999999999997","2011-03-16"
"546737","13358.0","3","5.95","17.85","2011-03-16"
"546738","16422.0","40","2.55","102","2011-03-16"
"546739","17511.0","144","0.72","103.67999999999999","2011-03-16"
"546741","13261.0","20","4.95","99","2011-03-16"
"546742","12849.0","36","0.85","30.599999999999998","2011-03-16"
"546748","15182.0","4","4.95","19.8","2011-03-16"
"546749","14543.0","4","4.25","17","2011-03-16"
"546750","14543.0","12","1.25","15","2011-03-16"
"546751","13668.0","2","4.95","9.9","2011-03-16"
"546752","13299.0","6","2.95","17.700000000000003","2011-03-16"
"546753","16383.0","12","1.25","15","2011-03-16"
"546754","13027.0","240","0.4","96","2011-03-16"
"546757","15381.0","6","2.95","17.700000000000003","2011-03-16"
"546761","17858.0","12","8.15","97.80000000000001","2011-03-16"
"546762","17961.0","10","0.95","9.5","2011-03-16"
"546764","15671.0","6","2.55","15.299999999999999","2011-03-16"
"546766","12971.0","12","1.95","23.4","2011-03-16"
"546767","12971.0","12","1.65","19.799999999999997","2011-03-16"
"546768","15694.0","16","10.95","175.2","2011-03-16"
"546769","17504.0","2","6.75","13.5","2011-03-16"
"546771","17515.0","1","7.95","7.95","2011-03-16"
"546772","15030.0","96","1.06","101.76","2011-03-16"
"546774","14505.0","1","7.95","7.95","2011-03-16"
"546775","17306.0","144","1.06","152.64000000000001","2011-03-16"
"546776","17460.0","12","0.85","10.2","2011-03-16"
"546778","14572.0","12","2.1","25.200000000000003","2011-03-16"
"546781","12955.0","2","9.95","19.9","2011-03-17"
"546782","15291.0","12","1.25","15","2011-03-17"
"546784","18189.0","12","1.45","17.4","2011-03-17"
"546785","15189.0","8","2.25","18","2011-03-17"
"546786","16523.0","24","0.85","20.4","2011-03-17"
"546787","14035.0","24","0.42","10.08","2011-03-17"
"546788","13946.0","50","2.55","127.49999999999999","2011-03-17"
"546789","15769.0","500","1.65","825","2011-03-17"
"546790","14713.0","6","7.9","47.400000000000006","2011-03-17"
"546791","17716.0","4","4.15","16.6","2011-03-17"
"546827","15301.0","150","4.15","622.5","2011-03-17"
"546828","13185.0","12","5.95","71.4","2011-03-17"
"546829","14840.0","3","5.95","17.85","2011-03-17"
"546830","16839.0","8","0.85","6.8","2011-03-17"
"546831","13199.0","12","5.95","71.4","2011-03-17"
"546832","13216.0","50","1.85","92.5","2011-03-17"
"546837","13650.0","6","2.95","17.700000000000003","2011-03-17"
"546846","13533.0","1","7.95","7.95","2011-03-17"
"546847","12989.0","20","6.75","135","2011-03-17"
"546848","13533.0","9","1.45","13.049999999999999","2011-03-17"
"546849","13623.0","1","0.95","0.95","2011-03-17"
"546850","13268.0","28","0.21","5.88","2011-03-17"
"546852","13104.0","24","3.39","81.36","2011-03-17"
"546853","12845.0","35","2.1","73.5","2011-03-17"
"546855","18168.0","2","9.95","19.9","2011-03-17"
"546856","15433.0","24","0.29","6.959999999999999","2011-03-17"
"546857","12937.0","32","2.55","81.6","2011-03-17"
"546860","18198.0","12","1.25","15","2011-03-17"
"546862","16216.0","12","1.65","19.799999999999997","2011-03-17"
"546863","16377.0","60","0.42","25.2","2011-03-17"
"546866","14462.0","6","4.95","29.700000000000003","2011-03-17"
"546871","16746.0","10","0.85","8.5","2011-03-17"
"546872","14462.0","2","1.25","2.5","2011-03-17"
"546873","17591.0","36","2.1","75.60000000000001","2011-03-17"
"546874","16976.0","16","10.95","175.2","2011-03-17"
"546877","18210.0","12","1.25","15","2011-03-17"
"546878","13631.0","20","4","80","2011-03-17"
"546882","14422.0","12","2.1","25.200000000000003","2011-03-17"
"546883","13707.0","12","0.85","10.2","2011-03-17"
"546890","13394.0","2","10.75","21.5","2011-03-17"
"546898","17961.0","1","0.85","0.85","2011-03-17"
"546899","14298.0","50","0.72","36","2011-03-17"
"546900","14298.0","12","2.1","25.200000000000003","2011-03-17"
"546902","14298.0","8","4.15","33.2","2011-03-17"
"546908","15648.0","3","5.45","16.35","2011-03-17"
"546909","14056.0","30","0.39","11.700000000000001","2011-03-17"
"546910","13969.0","2","2.95","5.9","2011-03-17"
"546911","17725.0","18","3.81","68.58","2011-03-17"
"546912","15861.0","6","1.25","7.5","2011-03-17"
"546913","15861.0","3","3.95","11.850000000000001","2011-03-17"
"546914","13072.0","6","2.95","17.700000000000003","2011-03-18"
"546915","15695.0","12","1.65","19.799999999999997","2011-03-18"
"546916","15695.0","3","4.95","14.850000000000001","2011-03-18"
"546918","15854.0","8","5.95","47.6","2011-03-18"
"546922","14110.0","10","1.95","19.5","2011-03-18"
"546923","16716.0","24","6.95","166.8","2011-03-18"
"546924","14059.0","12","0.85","10.2","2011-03-18"
"546926","17857.0","100","0.36","36","2011-03-18"
"546927","16672.0","12","3.75","45","2011-03-18"
"546928","17685.0","12","0.85","10.2","2011-03-18"
"546929","13090.0","24","4.25","102","2011-03-18"
"546944","14701.0","9","35.95","323.55","2011-03-18"
"546950","16511.0","3","4.95","14.850000000000001","2011-03-18"
"546951","17673.0","2","3.75","7.5","2011-03-18"
"546963","16779.0","6","2.1","12.600000000000001","2011-03-18"
"546979","16256.0","3","4.95","14.850000000000001","2011-03-18"
"546980","13591.0","2","9.95","19.9","2011-03-18"
"546981","14066.0","6","2.55","15.299999999999999","2011-03-18"
"546982","15483.0","2","0.42","0.84","2011-03-18"
"546983","16626.0","12","1.65","19.799999999999997","2011-03-18"
"546984","15019.0","2","1.95","3.9","2011-03-18"
"546985","18270.0","6","2.55","15.299999999999999","2011-03-18"
"546986","14194.0","24","0.65","15.600000000000001","2011-03-18"
"546988","14194.0","2","8.25","16.5","2011-03-18"
"546990","14315.0","2","7.95","15.9","2011-03-18"
"546991","12748.0","6","1.95","11.7","2011-03-18"
"546992","16684.0","144","4.95","712.8000000000001","2011-03-18"
"546993","17921.0","4","1.25","5","2011-03-18"
"546994","16684.0","144","1.06","152.64000000000001","2011-03-18"
"546995","14041.0","16","0.42","6.72","2011-03-18"
"546996","17060.0","12","1.25","15","2011-03-18"
"546998","16023.0","2","9.95","19.9","2011-03-18"
"546999","17133.0","72","1.85","133.20000000000002","2011-03-18"
"547000","14282.0","6","2.1","12.600000000000001","2011-03-18"
"547001","16656.0","96","2.1","201.60000000000002","2011-03-18"
"547002","12878.0","12","1.49","17.88","2011-03-18"
"547003","14155.0","10","2.95","29.5","2011-03-18"
"547004","17419.0","12","3.95","47.400000000000006","2011-03-18"
"547017","13468.0","5","2.1","10.5","2011-03-18"
"547018","17043.0","4","0.79","3.16","2011-03-18"
"547019","17841.0","2","6.95","13.9","2011-03-18"
"547020","17017.0","16","1.25","20","2011-03-18"
"547021","13046.0","3","4.95","14.850000000000001","2011-03-18"
"547022","17961.0","1","8.25","8.25","2011-03-18"
"547023","16422.0","18","2.95","53.1","2011-03-18"
"547026","14633.0","3","4.95","14.850000000000001","2011-03-18"
"547028","13593.0","24","1.95","46.8","2011-03-20"
"547029","15465.0","1","8.25","8.25","2011-03-20"
"547030","12948.0","12","0.85","10.2","2011-03-20"
"547032","13798.0","100","1.69","169","2011-03-20"
"547033","15898.0","20","2.95","59","2011-03-20"
"547034","18229.0","10","6.75","67.5","2011-03-20"
"547035","13911.0","12","0.42","5.04","2011-03-20"
"547036","17017.0","24","1.65","39.599999999999994","2011-03-20"
"547037","14101.0","2160","0.25","540","2011-03-20"
"547038","15703.0","18","5.95","107.10000000000001","2011-03-20"
"547039","14560.0","2","8.5","17","2011-03-20"
"547040","15938.0","6","2.95","17.700000000000003","2011-03-20"
"547041","13777.0","60","1.05","63","2011-03-20"
"547044","14071.0","24","0.12","2.88","2011-03-20"
"547045","17856.0","128","3.39","433.92","2011-03-20"
"547046","13725.0","2","8.25","16.5","2011-03-20"
"547047","14258.0","48","2.55","122.39999999999999","2011-03-20"
"547049","17134.0","2","7.95","15.9","2011-03-20"
"547050","17795.0","2","0.95","1.9","2011-03-20"
"547051","12902.0","1","16.95","16.95","2011-03-20"
"547052","18225.0","5","2.95","14.75","2011-03-20"
"547053","13001.0","12","1.25","15","2011-03-20"
"547055","16444.0","2","1.49","2.98","2011-03-20"
"547056","16402.0","4","4.95","19.8","2011-03-20"
"547057","14217.0","3","5.95","17.85","2011-03-20"
"547058","14232.0","12","1.25","15","2011-03-20"
"547059","14693.0","10","12.75","127.5","2011-03-20"
"547060","17954.0","6","2.1","12.600000000000001","2011-03-20"
"547062","16728.0","2","0.85","1.7","2011-03-20"
"547063","14769.0","2","4.95","9.9","2011-03-20"
"547064","16096.0","1","125","125","2011-03-20"
"547065","17068.0","3","4.95","14.850000000000001","2011-03-20"
"547066","12921.0","8","0.85","6.8","2011-03-20"
"547067","12921.0","96","0.72","69.12","2011-03-20"
"547068","13985.0","4","4.15","16.6","2011-03-20"
"547069","16710.0","1","3.25","3.25","2011-03-20"
"547070","16115.0","1","5.95","5.95","2011-03-20"
"547072","13592.0","4","3.75","15","2011-03-20"
"547073","17211.0","2","1.65","3.3","2011-03-20"
"547074","13102.0","6","2.95","17.700000000000003","2011-03-20"
"547075","15288.0","10","1.25","12.5","2011-03-20"
"547076","15140.0","120","0.42","50.4","2011-03-20"
"547077","12843.0","20","0.85","17","2011-03-20"
"547078","14408.0","36","2.1","75.60000000000001","2011-03-20"
"547079","15408.0","12","0.85","10.2","2011-03-20"
"547080","15445.0","2","9.95","19.9","2011-03-20"
"547081","14205.0","12","1.25","15","2011-03-20"
"547083","15452.0","6","1.65","9.899999999999999","2011-03-20"
"547084","17690.0","6","2.55","15.299999999999999","2011-03-20"
"547088","14223.0","24","0.55","13.200000000000001","2011-03-20"
"547090","17230.0","10","2.1","21","2011-03-20"
"547092","16619.0","4","5.95","23.8","2011-03-21"
"547093","14762.0","24","0.42","10.08","2011-03-21"
"547094","13934.0","8","2.25","18","2011-03-21"
"547095","13018.0","6","2.1","12.600000000000001","2011-03-21"
"547096","15669.0","2","12.75","25.5","2011-03-21"
"547097","13021.0","12","0.85","10.2","2011-03-21"
"547098","16384.0","6","3.25","19.5","2011-03-21"
"547099","18224.0","12","1.25","15","2011-03-21"
"547100","15615.0","12","1.25","15","2011-03-21"
"547101","16029.0","100","1.65","165","2011-03-21"
"547102","14245.0","12","1.45","17.4","2011-03-21"
"547103","15218.0","1","0.95","0.95","2011-03-21"
"547105","13854.0","4","8.5","34","2011-03-21"
"547106","15039.0","1","7.95","7.95","2011-03-21"
"547107","17315.0","96","1.06","101.76","2011-03-21"
"547108","14659.0","6","0.55","3.3000000000000003","2011-03-21"
"547114","14688.0","1","0.95","0.95","2011-03-21"
"547122","17678.0","4","3.75","15","2011-03-21"
"547134","15996.0","1","35.95","35.95","2011-03-21"
"547154","15299.0","480","1.25","600","2011-03-21"
"547165","13593.0","24","0.65","15.600000000000001","2011-03-21"
"547171","17849.0","2","7.95","15.9","2011-03-21"
"547192","15855.0","12","1.45","17.4","2011-03-21"
"547195","17204.0","8","4.95","39.6","2011-03-21"
"547197","17811.0","12","5.45","65.4","2011-03-21"
"547199","14606.0","6","1.25","7.5","2011-03-21"
"547200","16036.0","1","1.95","1.95","2011-03-21"
"547201","13113.0","24","3.39","81.36","2011-03-21"
"547202","17841.0","1","0.42","0.42","2011-03-21"
"547203","17146.0","6","2.1","12.600000000000001","2011-03-21"
"547204","13491.0","2","7.95","15.9","2011-03-21"
"547205","16558.0","1","16.95","16.95","2011-03-21"
"547206","16791.0","1","7.95","7.95","2011-03-21"
"547207","17763.0","12","1.25","15","2011-03-21"
"547209","13081.0","24","0.29","6.959999999999999","2011-03-21"
"547220","13410.0","36","1.65","59.4","2011-03-21"
"547221","13262.0","8","1.69","13.52","2011-03-21"
"547222","18008.0","2","9.95","19.9","2011-03-21"
"547223","12867.0","2","4.25","8.5","2011-03-21"
"547226","14167.0","10","0.65","6.5","2011-03-21"
"547227","12748.0","60","0.85","51","2011-03-21"
"547233","17152.0","12","1.95","23.4","2011-03-21"
"547240","17585.0","2","0.39","0.78","2011-03-21"
"547243","17231.0","12","0.42","5.04","2011-03-21"
"547244","16427.0","24","1.25","30","2011-03-21"
"547245","14632.0","8","0.85","6.8","2011-03-22"
"547246","16191.0","12","1.25","15","2011-03-22"
"547247","18225.0","4","3.75","15","2011-03-22"
"547251","17865.0","6","2.95","17.700000000000003","2011-03-22"
"547252","13900.0","40","2.55","102","2011-03-22"
"547253","13869.0","2","7.95","15.9","2011-03-22"
"547273","14530.0","3","2.1","6.300000000000001","2011-03-22"
"547324","13014.0","24","1.65","39.599999999999994","2011-03-22"
"547334","15044.0","8","5.95","47.6","2011-03-22"
"547340","14875.0","48","4.95","237.60000000000002","2011-03-22"
"547349","15132.0","3","4.95","14.850000000000001","2011-03-22"
"547350","17272.0","24","1.25","30","2011-03-22"
"547357","17613.0","12","0.85","10.2","2011-03-22"
"547358","15998.0","3","2.1","6.300000000000001","2011-03-22"
"547359","15719.0","6","1.25","7.5","2011-03-22"
"547360","16135.0","6","1.65","9.899999999999999","2011-03-22"
"547361","15298.0","12","1.95","23.4","2011-03-22"
"547362","13694.0","144","1.69","243.35999999999999","2011-03-22"
"547366","12831.0","10","1.65","16.5","2011-03-22"
"547367","15437.0","2","1.45","2.9","2011-03-22"
"547370","14711.0","3","1.95","5.85","2011-03-22"
"547371","14377.0","12","2.95","35.400000000000006","2011-03-22"
"547372","16374.0","2","0.95","1.9","2011-03-22"
"547373","13798.0","100","1.06","106","2011-03-22"
"547374","16110.0","2","0.95","1.9","2011-03-22"
"547375","13196.0","6","2.95","17.700000000000003","2011-03-22"
"547377","13050.0","36","1.25","45","2011-03-22"
"547378","14051.0","10","6.75","67.5","2011-03-22"
"547380","16809.0","6","0.55","3.3000000000000003","2011-03-22"
"547381","18041.0","1","1.25","1.25","2011-03-22"
"547382","15457.0","2","9.95","19.9","2011-03-22"
"547389","16721.0","2","6.75","13.5","2011-03-22"
"547391","14735.0","24","2.95","70.80000000000001","2011-03-22"
"547401","17576.0","1","3.95","3.95","2011-03-22"
"547405","17705.0","10","1.65","16.5","2011-03-23"
"547406","16948.0","9","5.45","49.050000000000004","2011-03-23"
"547407","15658.0","1","12.75","12.75","2011-03-23"
"547413","13475.0","12","0.85","10.2","2011-03-23"
"547414","17733.0","6","2.95","17.700000000000003","2011-03-23"
"547415","17102.0","2","12.75","25.5","2011-03-23"
"547416","15410.0","12","2.1","25.200000000000003","2011-03-23"
"547417","13239.0","12","1.45","17.4","2011-03-23"
"547418","13148.0","1","16.95","16.95","2011-03-23"
"547419","15061.0","50","0.34","17","2011-03-23"
"547420","15449.0","4","3.75","15","2011-03-23"
"547428","14870.0","6","2.95","17.700000000000003","2011-03-23"
"547485","17019.0","1","2.95","2.95","2011-03-23"
"547486","13576.0","12","1.65","19.799999999999997","2011-03-23"
"547488","13821.0","2","2.55","5.1","2011-03-23"
"547489","17830.0","6","2.95","17.700000000000003","2011-03-23"
"547490","17507.0","4","1.25","5","2011-03-23"
"547491","17096.0","2","5.95","11.9","2011-03-23"
"547494","18191.0","20","0.85","17","2011-03-23"
"547496","18075.0","2","9.95","19.9","2011-03-23"
"547497","14461.0","1","0.42","0.42","2011-03-23"
"547498","15021.0","1","1.65","1.65","2011-03-23"
"547500","13408.0","4","1.45","5.8","2011-03-23"
"547501","13408.0","12","4.95","59.400000000000006","2011-03-23"
"547503","13132.0","2","8.5","17","2011-03-23"
"547507","16859.0","25","0.42","10.5","2011-03-23"
"547509","15606.0","8","3.75","30","2011-03-23"
"547510","15245.0","6","3.25","19.5","2011-03-23"
"547511","17411.0","4","3.75","15","2011-03-23"
"547512","17262.0","50","3.39","169.5","2011-03-23"
"547513","17519.0","12","0.85","10.2","2011-03-23"
"547514","17486.0","6","2.55","15.299999999999999","2011-03-23"
"547515","13267.0","24","0.42","10.08","2011-03-23"
"547516","15189.0","32","10.95","350.4","2011-03-23"
"547518","13694.0","100","1.65","165","2011-03-23"
"547519","16308.0","1000","0.32","320","2011-03-23"
"547521","16713.0","1","8.95","8.95","2011-03-23"
"547535","16250.0","6","3.75","22.5","2011-03-23"
"547537","13534.0","10","1.65","16.5","2011-03-23"
"547538","13534.0","2","7.95","15.9","2011-03-23"
"547539","16943.0","4","9.95","39.8","2011-03-23"
"547541","14607.0","100","1.65","165","2011-03-23"
"547546","13249.0","96","1.45","139.2","2011-03-23"
"547548","15644.0","1","2.55","2.55","2011-03-23"
"547549","14794.0","12","0.85","10.2","2011-03-23"
"547550","16839.0","4","4.95","19.8","2011-03-23"
"547553","15644.0","4","1.65","6.6","2011-03-23"
"547554","17858.0","8","9.95","79.6","2011-03-23"
"547555","14075.0","25","0.42","10.5","2011-03-23"
"547556","17250.0","6","1.25","7.5","2011-03-23"
"547558","17966.0","50","0.42","21","2011-03-23"
"547561","14129.0","6","2.1","12.600000000000001","2011-03-24"
"547562","16525.0","100","1.65","165","2011-03-24"
"547563","15651.0","4","4.25","17","2011-03-24"
"547564","17512.0","10","1.25","12.5","2011-03-24"
"547565","13035.0","12","1.65","19.799999999999997","2011-03-24"
"547567","17644.0","5","2.1","10.5","2011-03-24"
"547568","13341.0","4","3.75","15","2011-03-24"
"547569","17491.0","24","0.85","20.4","2011-03-24"
"547570","13636.0","24","0.65","15.600000000000001","2011-03-24"
"547571","16265.0","1","50","50","2011-03-24"
"547572","13512.0","24","0.65","15.600000000000001","2011-03-24"
"547573","12948.0","6","2.95","17.700000000000003","2011-03-24"
"547576","16620.0","6","3.25","19.5","2011-03-24"
"547577","13183.0","48","1.85","88.80000000000001","2011-03-24"
"547578","13089.0","3","5.95","17.85","2011-03-24"
"547579","13089.0","48","1.25","60","2011-03-24"
"547580","13488.0","2","7.95","15.9","2011-03-24"
"547583","12901.0","24","1.95","46.8","2011-03-24"
"547623","15641.0","4","4.95","19.8","2011-03-24"
"547639","17698.0","12","1.95","23.4","2011-03-24"
"547644","14267.0","6","2.95","17.700000000000003","2011-03-24"
"547647","15144.0","2","7.95","15.9","2011-03-24"
"547648","15144.0","12","1.25","15","2011-03-24"
"547649","18118.0","2","1.95","3.9","2011-03-24"
"547650","17059.0","1","2.95","2.95","2011-03-24"
"547651","16904.0","48","1.25","60","2011-03-24"
"547652","14606.0","24","0.95","22.799999999999997","2011-03-24"
"547653","16745.0","120","0.42","50.4","2011-03-24"
"547654","14527.0","1","3.75","3.75","2011-03-24"
"547655","14267.0","6","2.95","17.700000000000003","2011-03-24"
